path_index,time_index,price
18,0.016,101.54234941961042
19,0.016,103.07157238290395
20,0.016,100.26705936967319
21,0.016,98.53321714125526
22,0.016,99.87369480872349
23,0.016,101.56348227685552
24,0.016,99.49665891279186
0,0.018000000000000002,99.8521703911569
1,0.018000000000000002,99.6056803265517
2,0.018000000000000002,100.90316553156926
3,0.018000000000000002,99.72083850341625
4,0.018000000000000002,102.22720762644136
5,0.018000000000000002,99.6182944732077
6,0.018000000000000002,100.0224625334841
7,0.018000000000000002,97.38381965996938
8,0.018000000000000002,100.51725606803873
9,0.018000000000000002,104.13175294825615
10,0.018000000000000002,103.55450469988399
11,0.018000000000000002,101.38268555393681
12,0.018000000000000002,100.56478363631759
13,0.018000000000000002,102.5900239825548
14,0.018000000000000002,99.88296618517083
15,0.018000000000000002,100.27873021077077
16,0.018000000000000002,102.04828850590701
17,0.018000000000000002,102.0687594767152
18,0.018000000000000002,101.93877101937017
19,0.018000000000000002,103.29407421908189
20,0.018000000000000002,100.17244483906303
21,0.018000000000000002,99.02094711165964
22,0.018000000000000002,100.81182674543558
23,0.018000000000000002,101.96702820796656
24,0.018000000000000002,100.28421629760935
0,0.02,99.84813925122538
1,0.02,99.75281790197027
2,0.02,101.36251874419904
3,0.02,99.46735581632804
4,0.02,103.28668737081104
5,0.02,100.96966945973857
6,0.02,100.85683697292605
7,0.02,97.1185667442065
8,0.02,101.57508980809095
9,0.02,104.32383190305713
10,0.02,104.05632803023876
11,0.02,99.38355675551378
12,0.02,100.3323165636002
13,0.02,101.912195290088
14,0.02,101.35307891643285
15,0.02,101.53287420026102
16,0.02,102.50787767978616
17,0.02,101.8458092780466
18,0.02,102.49979382749399
19,0.02,104.2731614583977
20,0.02,101.14934398401972
21,0.02,100.14095505404316
22,0.02,100.19996690538834
23,0.02,102.36100843903895
24,0.02,100.21267486584831
0,0.022,98.81672881969367
1,0.022,99.7584284324257
2,0.022,101.4736136232514
3,0.022,99.2838899118334
4,0.022,103.62670441412845
5,0.022,100.04021808757341
6,0.022,100.45394046389873
7,0.022,98.19216341770537
8,0.022,101.60423844997932
9,0.022,105.31159148576371
10,0.022,104.60104341297333
11,0.022,99.49855028680098
12,0.022,100.13429903211842
13,0.022,103.17244552781511
14,0.022,101.73008139003568
15,0.022,101.52908134174609
16,0.022,103.34228041068504
17,0.022,100.77317244334385
18,0.022,102.47002555252587
19,0.022,104.62752748621557
20,0.022,100.8134108672479
21,0.022,100.6738121193948
22,0.022,100.66708917503057
23,0.022,102.56934479260305
24,0.022,98.7906235482002
0,0.024,99.09494063750004
1,0.024,98.72815765670775
2,0.024,100.8623868402448
3,0.024,99.95024947597881
4,0.024,103.76106527090919
5,0.024,100.16326117155062
6,0.024,100.63412291722692
7,0.024,96.69904161154369
8,0.024,101.65188776970281
9,0.024,105.03615315095476
10,0.024,105.67069548243273
11,0.024,98.86728066623495
12,0.024,99.02450206980315
13,0.024,105.06429755441091
14,0.024,102.31797268900903
15,0.024,102.05157850243188
16,0.024,104.24524046216533
17,0.024,102.25680279396154
18,0.024,101.90741789457914
19,0.024,105.06649061440974
20,0.024,102.0789527860605
21,0.024,101.08776680351842
22,0.024,100.34548673768931
23,0.024,102.93940704673298
24,0.024,98.53257235631989
0,0.026000000000000002,99.00316092808461
1,0.026000000000000002,98.23413217714116
2,0.026000000000000002,100.40610885518542
3,0.026000000000000002,99.79659369539449
4,0.026000000000000002,104.03761499440564
5,0.026000000000000002,99.71382750452466
6,0.026000000000000002,100.47751403329255
7,0.026000000000000002,96.02109162558142
8,0.026000000000000002,101.80023050841143
9,0.026000000000000002,104.50399688983545
10,0.026000000000000002,105.22587552433458
11,0.026000000000000002,98.77297514358456
12,0.026000000000000002,100.03033231337965
13,0.026000000000000002,105.08836355850724
14,0.026000000000000002,103.26314666009353
15,0.026000000000000002,101.6455533602479
16,0.026000000000000002,103.70972380810781
17,0.026000000000000002,103.11637229621896
18,0.026000000000000002,102.40488522213178
19,0.026000000000000002,104.29912911229135
20,0.026000000000000002,103.66015083080228
21,0.026000000000000002,102.57478838246404
22,0.026000000000000002,100.27460841686033
23,0.026000000000000002,104.39593631234206
24,0.026000000000000002,98.3343900982827
0,0.028,98.98794238562526
1,0.028,98.79177466053677
2,0.028,100.62223263099467
3,0.028,99.32780681436601
4,0.028,104.74046677655338
5,0.028,100.13919426836372
6,0.028,101.99900729413206
7,0.028,95.47845665469984
8,0.028,101.4379340783117
9,0.028,103.85915416827198
10,0.028,103.94763847481407
11,0.028,97.58838194650967
12,0.028,100.18181155540528
13,0.028,104.81161645786726
14,0.028,103.31203168458208
15,0.028,102.78274158453333
16,0.028,102.8728620172376
17,0.028,101.60360615625522
18,0.028,101.43938686567654
19,0.028,104.47576657145022
20,0.028,103.66322642053083
21,0.028,101.96720467002206
22,0.028,99.30857469479771
23,0.028,104.94762341789448
24,0.028,98.61989577405556
0,0.03,99.88837627792608
1,0.03,98.8952286079532
2,0.03,100.57299275943484
3,0.03,98.430747393381
4,0.03,105.77858964123743
5,0.03,99.36858723540948
6,0.03,101.83046515122237
7,0.03,95.40786031675145
8,0.03,101.60784522978877
9,0.03,102.7534293193585
10,0.03,102.5564517932714
11,0.03,97.63250333127385
12,0.03,99.86559034967257
13,0.03,104.70516797035458
14,0.03,103.16022676861694
15,0.03,102.32212053314466
16,0.03,104.82336805485038
17,0.03,102.70503849506204
18,0.03,102.27914701716023
19,0.03,104.59684056602369
20,0.03,103.37226816731776
21,0.03,101.77774445933318
22,0.03,100.06106551798632
23,0.03,105.42344964890276
24,0.03,97.87055419158092
0,0.032,99.17764145537289
1,0.032,98.93858034917248
2,0.032,99.79682635775022
3,0.032,99.76510120985868
4,0.032,106.94592352108971
5,0.032,99.76183438474861
6,0.032,102.22941260769187
7,0.032,95.07716073847146
8,0.032,101.32322476548092
9,0.032,102.87636150121565
10,0.032,102.27241394210473
11,0.032,97.02317650095061
12,0.032,100.17428183077477
13,0.032,104.55433274454334
14,0.032,102.97098683391276
15,0.032,101.66234556771558
16,0.032,105.19025090442412
17,0.032,103.40990988744217
18,0.032,103.24908023655134
19,0.032,104.70565010059747
20,0.032,103.63953976770021
21,0.032,100.78787389129351
22,0.032,100.22215989917723
23,0.032,105.99283794828878
24,0.032,96.87334133191312
0,0.034,98.48905446036622
1,0.034,99.56837107819551
2,0.034,99.83792772175676
3,0.034,100.08914801703985
4,0.034,106.66019352799071
5,0.034,99.42329244534105
6,0.034,101.5673509636863
7,0.034,95.38551066228011
8,0.034,100.81334694052141
9,0.034,102.35571677800112
10,0.034,101.18351060141217
11,0.034,96.97193815237061
12,0.034,100.65220245043788
13,0.034,104.8033392806475
14,0.034,103.09616910419885
15,0.034,101.64773679910515
16,0.034,106.09147865339689
17,0.034,102.81556619052905
18,0.034,102.20125802789651
19,0.034,104.64650292124634
20,0.034,104.43014003247359
21,0.034,101.02074066565766
22,0.034,100.257452369063
23,0.034,106.17955697432737
24,0.034,96.34439491315912
0,0.036000000000000004,98.79551615746304
1,0.036000000000000004,99.31931723952846
2,0.036000000000000004,100.41414247774807
3,0.036000000000000004,99.77507131298941
4,0.036000000000000004,106.48739495722837
5,0.036000000000000004,101.02507835023893
6,0.036000000000000004,101.490037422027
7,0.036000000000000004,95.22907483469137
8,0.036000000000000004,100.16573604718161
9,0.036000000000000004,101.94585029757043
10,0.036000000000000004,101.20455338597402
11,0.036000000000000004,98.00673540576511
12,0.036000000000000004,99.442344813181
13,0.036000000000000004,105.14873198094226
14,0.036000000000000004,102.80479485433352
15,0.036000000000000004,102.5935126592598
16,0.036000000000000004,105.63190742700316
17,0.036000000000000004,103.26792653539945
18,0.036000000000000004,102.98237212772078
19,0.036000000000000004,105.61148173539215
20,0.036000000000000004,105.26286998332569
21,0.036000000000000004,100.37702504889299
22,0.036000000000000004,100.98121028951316
23,0.036000000000000004,106.9295660195807
24,0.036000000000000004,96.06197184750154
0,0.038,99.27882640172643
1,0.038,98.38451264260449
2,0.038,100.83793280993842
3,0.038,98.75029433762403
4,0.038,104.6313305958543
5,0.038,102.40684900752586
6,0.038,102.09586411716538
7,0.038,95.31207867598683
8,0.038,100.12987948847925
9,0.038,101.63302054308268
10,0.038,103.27188808946336
11,0.038,97.71219356006807
12,0.038,98.96252865682578
13,0.038,104.71212534129187
14,0.038,102.97694325915958
15,0.038,104.3619254465457
16,0.038,106.35324532703893
17,0.038,102.91031328650894
18,0.038,102.99037636359304
19,0.038,105.77836227215232
20,0.038,105.09681962109423
21,0.038,100.02603298843658
22,0.038,100.91043142424589
23,0.038,106.52041700278372
24,0.038,96.06660927039218
0,0.04,99.648427735175
1,0.04,99.60880788821652
2,0.04,100.71659017008216
3,0.04,98.91679695331702
4,0.04,104.14356677124583
5,0.04,101.6928427356291
6,0.04,103.8143182105216
7,0.04,95.24315339723853
8,0.04,100.23974576375834
9,0.04,101.17579253499254
10,0.04,104.0617486640181
11,0.04,98.43666903025037
12,0.04,98.54197112093406
13,0.04,104.59095294002718
14,0.04,104.61088163028242
15,0.04,105.70637549447112
16,0.04,104.99695271094686
17,0.04,103.60565128739987
18,0.04,103.61204823547372
19,0.04,106.69754772481822
20,0.04,105.77549207616855
21,0.04,100.03115037343142
22,0.04,100.73948804987286
23,0.04,107.08738716786574
24,0.04,95.66011721064974
0,0.042,99.33402187559699
1,0.042,99.97201420125813
2,0.042,100.68021758830619
3,0.042,99.05779208721526
4,0.042,104.49927000785733
5,0.042,101.99452987145528
6,0.042,102.82995984147605
7,0.042,96.3438545807928
8,0.042,99.20988330383534
9,0.042,100.5692869966519
10,0.042,103.99307078390974
11,0.042,98.87029752116511
12,0.042,99.53966383344654
13,0.042,104.92684915824732
14,0.042,105.15805758219236
15,0.042,105.72982053575501
16,0.042,104.5812440254554
17,0.042,103.56465022493438
18,0.042,104.08798490196276
19,0.042,106.65144506034035
20,0.042,105.80369452745344
21,0.042,99.70317602231789
22,0.042,100.21742650154815
23,0.042,106.27174968263967
24,0.042,96.45961795168513
0,0.044,98.56104344222557
1,0.044,98.19185862610034
2,0.044,101.03284900135988
3,0.044,99.92714474413852
4,0.044,104.8230700565075
5,0.044,102.41566826250059
6,0.044,104.37858368077428
7,0.044,95.72050284805894
8,0.044,99.544682978547
9,0.044,100.2597000672027
10,0.044,103.58591353727286
11,0.044,98.52324341650929
12,0.044,99.67636783256657
13,0.044,104.0765618360147
14,0.044,104.18594946083115
15,0.044,106.46374108670032
16,0.044,103.29664891048549
17,0.044,102.72664674503122
18,0.044,103.59518652894168
19,0.044,106.14063185210301
20,0.044,106.10142487260573
21,0.044,101.17613588138897
22,0.044,100.03069730038875
23,0.044,106.29198174898579
24,0.044,95.73186469645883
0,0.046,97.608019226583
1,0.046,98.5831830069613
2,0.046,99.57137483359922
3,0.046,100.3137487414961
4,0.046,104.35494441604064
5,0.046,101.7278921439671
6,0.046,103.74292710733458
7,0.046,95.68146944869747
8,0.046,100.24075821560716
9,0.046,100.63893217851115
10,0.046,103.74705358051102
11,0.046,99.0409349819767
12,0.046,98.16491644100205
13,0.046,103.97443066238552
14,0.046,104.57787008890908
15,0.046,107.39572337097066
16,0.046,103.08815239427271
17,0.046,104.21018790219242
18,0.046,104.59397830955929
19,0.046,107.49898900122616
20,0.046,106.33371270970436
21,0.046,101.8869954203994
22,0.046,99.91806448268072
23,0.046,106.96464057396678
24,0.046,95.07716235603574
0,0.048,97.18246471587932
1,0.048,98.03826124172605
2,0.048,98.6377673714041
3,0.048,99.06765925805847
4,0.048,104.96988678023754
5,0.048,101.76401683301125
6,0.048,104.06809176349158
7,0.048,95.36562739609298
8,0.048,99.70872812273642
9,0.048,101.35214522475438
10,0.048,103.39491806584223
11,0.048,98.97774420009571
12,0.048,99.06894611561282
13,0.048,103.287756531002
14,0.048,104.98784282079164
15,0.048,107.91062809805818
16,0.048,102.29673825263929
17,0.048,104.3344290647246
18,0.048,104.4716353709025
19,0.048,109.38145203714694
20,0.048,107.32140017561244
21,0.048,102.33608460179751
22,0.048,100.70770750857243
23,0.048,106.15818715159693
24,0.048,95.87338421968042
0,0.05,98.47349573410139
1,0.05,99.2231929970681
2,0.05,97.80246196036892
3,0.05,99.0616193473311
4,0.05,105.73746511924048
5,0.05,101.62603928826861
6,0.05,103.96414073511563
7,0.05,95.42413910044975
8,0.05,101.3988344989103
9,0.05,101.60653142640497
10,0.05,103.23048049937105
11,0.05,98.92258847296026
12,0.05,99.2593500931823
13,0.05,103.41682433988694
14,0.05,104.91053178450565
15,0.05,106.6029935771691
16,0.05,102.6320590315563
17,0.05,104.65692801434845
18,0.05,104.14200407156936
19,0.05,108.72122707460888
20,0.05,107.17582787611985
21,0.05,101.71850893728964
22,0.05,101.51575191889576
23,0.05,107.2957382040788
24,0.05,96.22733429753059
0,0.052000000000000005,98.94322047446876
1,0.052000000000000005,99.30522874926544
2,0.052000000000000005,98.88931712408153
3,0.052000000000000005,99.67521313749303
4,0.052000000000000005,105.02571651467971
5,0.052000000000000005,100.92300556686551
6,0.052000000000000005,102.83364254043984
7,0.052000000000000005,96.24025343732825
8,0.052000000000000005,100.9560892901701
9,0.052000000000000005,101.75879246584874
10,0.052000000000000005,103.80685900691918
11,0.052000000000000005,98.79067043705093
12,0.052000000000000005,100.04031596395542
13,0.052000000000000005,103.2694202790195
14,0.052000000000000005,105.78980730601789
15,0.052000000000000005,107.0174782430692
16,0.052000000000000005,103.03183511362138
17,0.052000000000000005,104.32366185113369
18,0.052000000000000005,102.93850559912362
19,0.052000000000000005,108.69867437661134
20,0.052000000000000005,107.56924615528199
21,0.052000000000000005,102.40147019080752
22,0.052000000000000005,102.04107694255396
23,0.052000000000000005,108.01339856940756
24,0.052000000000000005,95.98280907004069
0,0.054,99.85349700859153
1,0.054,98.96784891101586
2,0.054,99.73017934667607
3,0.054,100.55941244215256
4,0.054,104.09020471871031
5,0.054,101.27835915972003
6,0.054,103.84594899317256
7,0.054,97.46142506179301
8,0.054,99.65263482889077
9,0.054,102.36741024295362
10,0.054,103.67128047910569
11,0.054,99.41856771612028
12,0.054,99.78766747374377
13,0.054,104.104446098991
14,0.054,106.2012277113654
15,0.054,107.49816370869313
16,0.054,104.17269973635469
17,0.054,104.92058236653398
18,0.054,102.2838853053293
19,0.054,108.26947546203276
20,0.054,107.4542900869834
21,0.054,102.91387630781084
22,0.054,102.54826573565774
23,0.054,109.12276439584136
24,0.054,97.1649067753701
0,0.056,99.74443547288277
1,0.056,99.83654650253965
2,0.056,100.53607636517567
3,0.056,100.21106747691111
4,0.056,103.92008690069906
5,0.056,100.53458132859942
6,0.056,102.96635773336688
7,0.056,97.46583260647444
8,0.056,99.27561862024139
9,0.056,102.54177073770128
10,0.056,103.98146332366781
11,0.056,98.71255844184236
12,0.056,100.50538333664235
13,0.056,105.04719284914714
14,0.056,107.15191685440709
15,0.056,107.78245343047294
16,0.056,104.26719761561904
17,0.056,104.82218464786784
18,0.056,102.12463439119625
19,0.056,107.57749608760393
20,0.056,107.40354522897931
21,0.056,103.83766673533415
22,0.056,103.4877129804055
23,0.056,109.58060424583137
24,0.056,95.78694067736687
0,0.058,100.35493326553082
1,0.058,98.99443351688673
2,0.058,101.3877256411063
3,0.058,101.36057958756835
4,0.058,103.99984753689267
5,0.058,100.65365029549528
6,0.058,103.88936178232268
7,0.058,98.04363854209262
8,0.058,99.22939633615161
9,0.058,101.56808971726603
10,0.058,104.15097989319898
11,0.058,99.19606794314808
12,0.058,100.25004377210861
13,0.058,104.3631506179304
14,0.058,104.647805020864
15,0.058,107.34507799036565
16,0.058,105.59769911836892
17,0.058,104.697943763835
18,0.058,101.45930614483905
19,0.058,107.22590721906982
20,0.058,107.32772675543254
21,0.058,103.39891573235055
22,0.058,103.88712588776707
23,0.058,110.72606718918811
24,0.058,94.93793106068685
0,0.06,100.30996373305204
1,0.06,98.92049825492232
2,0.06,101.05655831651245
3,0.06,101.71324473828062
4,0.06,105.04309439264661
5,0.06,100.69321172859905
6,0.06,105.26104550510541
7,0.06,97.28665702882584
8,0.06,98.61139985044001
9,0.06,101.42114088224218
10,0.06,103.78183559592311
11,0.06,98.370987700244
12,0.06,100.30622493180954
13,0.06,104.19760211151925
14,0.06,104.00058847016972
15,0.06,107.66907349766895
16,0.06,104.57450535211488
17,0.06,104.58230635872023
18,0.06,101.94884085299181
19,0.06,106.44241697632783
20,0.06,106.89079332528208
21,0.06,103.02929517631785
22,0.06,103.55487843742662
23,0.06,109.6650176470754
24,0.06,94.76261702803589
0,0.062,98.89043530947998
1,0.062,99.46678845791834
2,0.062,100.26548249908083
3,0.062,102.15740622944624
4,0.062,105.12672691780587
5,0.062,99.54440133025699
6,0.062,106.41118666620771
7,0.062,97.72807229138532
8,0.062,99.19341780506754
9,0.062,101.33669009687898
10,0.062,104.76040206429514
11,0.062,98.80657181661985
12,0.062,100.93051721872983
13,0.062,104.2778163237831
14,0.062,102.73841614014557
15,0.062,108.24567165849795
16,0.062,104.89990831505652
17,0.062,103.7940729352103
18,0.062,102.70301319956192
19,0.062,106.08348883735
20,0.062,106.86248249195692
21,0.062,102.67857800761588
22,0.062,103.26244822454304
23,0.062,109.67052142345769
24,0.062,93.62741591185186
0,0.064,98.23121162292856
1,0.064,98.75832716499782
2,0.064,101.19637053568549
3,0.064,103.70312233481289
4,0.064,105.08943737845685
5,0.064,98.95766679713347
6,0.064,104.28011479140001
7,0.064,96.62395696928597
8,0.064,98.71338324477941
9,0.064,102.21334760760149
10,0.064,106.37497540974594
11,0.064,99.53214719368266
12,0.064,101.1358338604341
13,0.064,102.97943588799158
14,0.064,102.23601773342827
15,0.064,107.15713813788483
16,0.064,104.93422306332954
17,0.064,103.63137547789042
18,0.064,103.51782588529439
19,0.064,107.07647709394796
20,0.064,106.47976269942042
21,0.064,101.8084469537271
22,0.064,103.47304393628552
23,0.064,109.69584280364606
24,0.064,94.03888769581276
0,0.066,98.00847728909943
1,0.066,99.18295661383243
2,0.066,100.93867204307436
3,0.066,104.26585831201609
4,0.066,105.97201681123576
5,0.066,98.17839880591917
6,0.066,103.67323608194012
7,0.066,96.66142454126413
8,0.066,98.85754648043057
9,0.066,101.96251529216617
10,0.066,106.57035718837513
11,0.066,100.47163982605976
12,0.066,101.0639827434089
13,0.066,103.2044835908152
14,0.066,101.91828432833464
15,0.066,108.12205874712082
16,0.066,105.50535782380383
17,0.066,105.32739483260053
18,0.066,104.43618638680933
19,0.066,106.84929565069892
20,0.066,106.5456305208501
21,0.066,101.46882348259848
22,0.066,103.89732599946764
23,0.066,109.71798115511604
24,0.066,93.48378775116649
0,0.068,98.68112205414597
1,0.068,98.50410602560822
2,0.068,101.52875162326274
3,0.068,103.76819477435227
4,0.068,105.96501660780464
5,0.068,98.10822797223977
6,0.068,105.28197408166113
7,0.068,96.87100299052177
8,0.068,97.47141196104016
9,0.068,101.17154438193452
10,0.068,106.5347447115527
11,0.068,99.71251374946878
12,0.068,101.30350389581213
13,0.068,102.78794985611259
14,0.068,101.88639777158994
15,0.068,107.90884852615915
16,0.068,105.52223531634523
17,0.068,105.54803828338162
18,0.068,104.6662350179964
19,0.068,106.7728247080511
20,0.068,107.02845175242406
21,0.068,101.58556084942784
22,0.068,103.97632289606797
23,0.068,109.95087876238455
24,0.068,92.18187574783808
0,0.07,98.04600213751509
1,0.07,97.18592841530388
2,0.07,102.46170403757877
3,0.07,103.30214921030414
4,0.07,106.09122968206957
5,0.07,97.93040074345201
6,0.07,105.19115434589877
7,0.07,96.18505749215906
8,0.07,97.04308403427073
9,0.07,100.41569801254144
10,0.07,106.3415501107957
11,0.07,101.1403315603296
12,0.07,100.55430657377693
13,0.07,102.08634842065405
14,0.07,101.56312238080301
15,0.07,108.40785871523178
16,0.07,105.50268977668154
17,0.07,106.15496686815877
18,0.07,104.7126635019986
19,0.07,105.77417789701549
20,0.07,107.29847518463197
21,0.07,100.7475122840639
22,0.07,104.90951270077709
23,0.07,110.42333433219117
24,0.07,92.24873283275781
0,0.07200000000000001,97.09661406547842
1,0.07200000000000001,98.54230545181836
2,0.07200000000000001,102.1320302059375
3,0.07200000000000001,102.59149561201991
4,0.07200000000000001,104.19753574477932
5,0.07200000000000001,98.3963390112493
6,0.07200000000000001,105.27352538485385
7,0.07200000000000001,96.70077359538753
8,0.07200000000000001,97.43106019770755
9,0.07200000000000001,100.36683014201158
10,0.07200000000000001,106.42174013432819
11,0.07200000000000001,102.48945684174377
12,0.07200000000000001,101.88971077413925
13,0.07200000000000001,102.65228032450263
14,0.07200000000000001,101.85464202038908
15,0.07200000000000001,107.28376640438087
16,0.07200000000000001,105.57904471719992
17,0.07200000000000001,106.35599618155017
18,0.07200000000000001,104.8892897360523
19,0.07200000000000001,105.753974871926
20,0.07200000000000001,106.98814360185243
21,0.07200000000000001,101.08015308223956
22,0.07200000000000001,105.14248587224682
23,0.07200000000000001,110.88069479662491
24,0.07200000000000001,91.89550027802754
0,0.074,97.49751178433964
1,0.074,97.87564309147393
2,0.074,103.70809246252655
3,0.074,101.74718985700522
4,0.074,104.71070195967047
5,0.074,98.1978876003962
6,0.074,105.31718131793274
7,0.074,97.35126384728017
8,0.074,96.93392356923654
9,0.074,101.79238864863501
10,0.074,107.37687561699592
11,0.074,102.4567265168418
12,0.074,102.60442459516553
13,0.074,103.39334837750238
14,0.074,101.18833385655319
15,0.074,107.23817405578403
16,0.074,104.93367402560474
17,0.074,105.86366201717915
18,0.074,104.9077175438717
19,0.074,105.9846324663281
20,0.074,106.80919804762762
21,0.074,99.90894069807271
22,0.074,105.05423633855173
23,0.074,111.26471404692005
24,0.074,91.8952756432841
0,0.076,98.4817993869947
1,0.076,98.23919633795177
2,0.076,103.75153238253351
3,0.076,102.55641223702742
4,0.076,105.24258930403776
5,0.076,97.49348738899798
6,0.076,106.14847806465066
7,0.076,96.93598117432276
